demo,crt,diff_demo_crt_s,fp_demo_crt,rme,diff_demo_rme_s,fp_demo_rme,fp_crt_rme,answers,diff_answers_s,method
FCMxyZfsA4IRzvWHQOZS31ojAz3Z5caE,PsMFC8WzeUkGFa-tNnPQOx4ETzWLthct,1.2749998569488525,True,rI4VFywTAZgIv3RneAWkZZlSsjilQcLS,4.245000123977661,True,True,i_n29-nvDfGJyz-C9ozNu_lUcSkZ45g3,0.03299999237060547,hungarian
3n7WPNJgvHz57G5t7bbE-rg7yCeB6qqW,TItmx6BiRlyKJPTUGT0fTlj5DXs_cw3q,4.019999980926514,True,813NCy0SKP5F0VDia2_dKPdZqexGC90g,1.565999984741211,False,False,7HIfEFVFEnd_eAp7w727ZuGDbxpd0-Vb,0.6359999179840088,hungarian
V0Q7Ntsi4C8LgBIS9FagTdjQ365WrxGC,ktEzRzkJ5QInILnCrT1R1nUDQRZXeCN_,2.2769999504089355,True,thEIklJJNAqhLCp-enMGD_4bWInrMw68,2.422999858856201,True,True,yQpvdWyUtpURRmEfK7zRoUnBjz21LKht,4.353999853134155,hungarian
OcAtEc5DFJjbEdrSsUgo3V54W8IDuDs9,K_fi6lXkaCM2ZmsCJqcfTzMMadzod2i5,0.5349998474121094,True,N4oU3c3IohCWZXZD7AupT01B4t1svLPh,4.976000070571899,False,False,DhVIfeCIwWzqvbiG3mHLcuOa0CMLAlYj,0.04999995231628418,hungarian
ZUtU0XzhvmqM5mWXdvrlHhuh65ujO7Ot,f1ehx4MHASxP7bLuhQFG126TuO1Xv4qB,1.8269996643066406,True,pCBTIisF9jP77yeefLY6cZVub7RS_0ok,1.24399995803833,True,True,WJRXK6CJHlpy1lb-DZ_7tLD1sc6dw-AF,2.494000196456909,hungarian
ePzw4OjhySy-57O2GJ2EDQoWw1JMYgDE,8ZWB6o3Zzx0a7sCv5ejjpYQ1kHWNM2pj,1.1359999179840088,True,2Po1PfWP9T-nNXQTEuSO_qzOODiD-wgF,0.09400010108947754,True,True,D3uAmodzvL8qbEbwRS2dRBQrE_GmZYWL,4.855999946594238,hungarian
gzSf1Lp6ecIn5SHNQrLijhWM1KKL6Uio,PXyvsl25UnhAcobnBmAvQMrwBtKdf5Sl,0.4609997272491455,True,1QkTBNEegyrbs8wa_tkuHHFO4qGWCjg0,0.03000020980834961,True,True,oD7adB_8NC5Xv2I64q3HSN_-URZRe2r9,0.9169998168945312,hungarian
oXWjtFj1KHcohCbiipD8vyM5d5OCBP4F,TuZWVgqHbgdoG9ZbejlWnuajkxf5XolN,0.3560001850128174,True,_ewhR78jYV2OI_GhpJ-3Ci9ZIGm62NVP,2.135000228881836,True,True,DNpw5dQT5he2T7UGaaJYm3NdvzBgpPX8,1.4910001754760742,hungarian
8VQYcUns84JhLmjegzdpjmBFYdmhs08Q,ZQpOkjV6nFVQo7QbNRdamEfhDqKkOVTl,0.08499979972839355,False,mXKuMtaJ_pE_-ZENhP-Etp8AQ3Q_R4mD,3.7269997596740723,False,False,p43_flMay_53ekIwF3HJqlKQxW_zix1M,0.8640000820159912,hungarian
awatqcXmoUBT4UvtHw6fYp1cDSJoF33p,HEezztp6gkUFsWqofKR2MUQ6Y47EAdEg,2.4099998474121094,True,nGzYyBM8VSPPdYbgUUUrARgGMnJ_DdPK,0.46399998664855957,True,True,zqFO7jgYjx_e2gTfW-ajTe6vlGsYYzXe,1.569000005722046,hungarian
kTt3SLjSoFdGKMNi4QpOrqfS2radRBiS,nR2mZIghLvWLyyLb4niPh_Ud0GdH7GAq,0.7859997749328613,True,Btv80C2r7xDIrmUL3rW0MWJf9wUnFE-a,3.447000026702881,False,False,YwdOjK0X8qP-kn9N8Y4nMO4g1esY5X0W,0.8579998016357422,hungarian
UhJqsLLn4NnyIznYcDSPUMzfc3bKvgWw,-5YpHfEHzt2Qc_kP9VJ9iYXingfGy7Fs,0.15599966049194336,True,L1z6DrsmZzhcHPlgMzJeZXyY_cN485ye,1.2920002937316895,False,False,UWP3eDJIjgReJHOUl7ITMMImKqPNcsd1,1.4220001697540283,hungarian
PP4Hq-M8F9k5KeDWR993q0E7l8Qf-f__,HVoMLJpujVD5g3atHDODoXOnS66eYXIy,1.11899995803833,True,u-6A_-KdsE4THk7PC_GSUmOcGIfqXrqa,1.2430000305175781,True,True,HPolXk5Oca6YXqzflXvMVHZ8UauRQV4z,1.8659999370574951,hungarian
binNSWgbD8kkpZJRFTudQw4KwfIllDze,0NPAAd_CXAOXgqKYZGuh40YT2YEKKRc7,3.619999885559082,True,tpoibaCa78y8-mrK-PM6tLgOi_IlnHAZ,0.41899991035461426,False,False,XgApQj4MJFwhm8AKQk-JrFp_Bg7Jwh53,1.2249999046325684,hungarian
zSNQGi3fvcbGl5jpK4D3FX3lIEWxAEJw,DKpW3x9t7gtIqr4j5CFx3JWrEwboFy9U,0.02200007438659668,True,LG98DezoOiKdFLjEdD-s3VdS4Z-lsfSp,0.010999679565429688,True,True,u27L7kK5Qfgb8PwwIqlIPO24AzpsInIr,0.7690000534057617,hungarian
swsinTiiXhpDpYQjS4VbTNTWGlxSbohd,xnZdq7t5PdvG2HHC2I2FGDhzhMz8knML,0.1510000228881836,True,YM4okc93jkRIlsTNpWYYyar0k3Fbx2i0,2.0490000247955322,True,True,QuSvkvDPMvVCs5l7NBKUP5LBcWuXZnBt,2.5160000324249268,hungarian
aLwMGp2956uEDMJtwRsZm1WIfx8Drm-s,s4EXEqVCcmxO9YZ7QdFdWH8hIrTqxD_U,1.1489999294281006,True,Y4hLGqm-2F_P5y_QdBexNWY3mR0HASUK,0.8579998016357422,True,True,mP4kv1yV2G1Sx40XQKrJl_EQwV0MbGlX,3.696000099182129,hungarian
-wTRZ3r_qWeOc6qvUSDT3Nh00zlnJGoA,5n0GLw8QsOQBo2CaP8P-48gS2fhFRHsM,0.3710000514984131,True,ITSsDkHMFesn-eHm8nzB872-BXr2P2gM,4.224999904632568,False,False,j6UR4Q5viZfpJUzAkJ9bt_HER-iNvZCE,2.259000062942505,hungarian
ZjpOzGEKakhQ3URl6_F9YK9s5akd8lmB,7L-JR0ytHawsG3VhFmmNYhqx6Wqd81fS,0.2869999408721924,True,-9c-hr47KDz9JfOg42AUS60MAHoHD5kE,2.189000129699707,False,False,ufbe7X5yJTKglbhQzOWTa0EVm8vlFv1Z,0.02200007438659668,hungarian
BqqlWU2YsURgaZNp1jzhTR7Q1K3s2yMO,XZbzkVlDJJ_yKglNijZywvH8dcHcogyI,0.1230001449584961,True,LzyV-dQDaL03C-Yq_GN3XA1fth9JFeV9,1.5450003147125244,True,True,PVmDPlBTDqWXFRTuuxpRqP2eyp63KX1B,0.5329999923706055,hungarian
J2yDjLP9wohxYd1DcL3f3t81FLNqiJSL,aciPhJdfh7AE_VQQuBY9H1_xBXgCLBAA,0.23600006103515625,True,Yiu2MpMsCHvumQ5HcSZwy3_1EI7SAov7,0.14600014686584473,True,True,ZMn2CkzrtIfJskHMtswh016ldHA48ScL,0.8969998359680176,hungarian
Le5kIHMEljGJuFNfR2VUQDLYbwEOjgE0,nz8l7fjLAPRZGqmX21vubcXC9qwyOUCs,1.1040000915527344,True,MtKJp9OQgU2YXYwhVtIf9icLsGVBoy2o,1.380000114440918,False,False,M3kBIxZaQNwgdAMdgk_hjO3LWfOvTFuz,2.436000108718872,hungarian
TklG3bASJDLlPHoDHpemsBi8yuosn41s,bB8qdjqc7FFoTCXIFiY0zJXpJhUTKqYt,2.4760000705718994,False,zO_fn62gywyZgMf4MjKN2fNVSj4atVqQ,0.9409999847412109,True,False,so3e-EFWP-5nzdOS7whIeHOQ0Q9Ix7JG,2.4600000381469727,hungarian
UreN9HfoC2QwCCMLNXfHvunWkRKpTMe_,p0ap3ApoK4z4tHR2mhDarRpp-2occZAE,0.0820002555847168,True,QUnR3G66w3San68ou7R7nDSqj3q2-9yS,2.7800002098083496,True,True,pA5VWMvMkCgE6nSB2PphB6hLb6vLn_be,3.5939998626708984,hungarian
sgTeJbZ7iG4OAgAjMG3EKdS95a6JNBb-,I32vtQWUArtTu7QFXB-nyrOJhtNUPD1Q,0.16200017929077148,True,MybaKU8connp37gqfcmRnHLVo45rysAQ,0.6000001430511475,True,True,mltyU_wZwQYDOEsU5ryrunFk0BlY0uUH,0.10300016403198242,hungarian
UjT3tKBRuvmAIq29GgqgfiQ5pLHam0I_,fHJjzTLAA8GjWFPbM3AcMHJyPbCB1pLV,4.140999794006348,False,JaMDiWvrdXGImLknh9JjjbpQSIuiHAwH,4.104999780654907,False,False,mdM-UrvNSRdSw-ohszM_JqW6eJnqWwaJ,0.9889998435974121,hungarian
dkoAY7EHnLcQwaRhosTZSfrfe76sdOI4,z29TqaWwIIUz1h80UV9J3ohFDjP-Qpl4,1.9769997596740723,True,DH8OyhMWBwl5Ieo6HSUEJNryNwr4Oy4M,1.2879998683929443,True,True,diyoHmzOvdYwTjsJ2yxsVtL_kryS23lE,1.5449998378753662,hungarian
00s5piDXqqKLk31QVQwNSlnMtWPFiAuJ,5-4yCig52za5s533-bctj3NSJcZadtC6,2.1009998321533203,False,Ho-ltrxenw4zzlu9br5W1eY_Kl7W-tti,1.0769999027252197,True,False,ityp0y4lDKLo-FK8psV3loUrY0NxY2dt,4.593999862670898,hungarian
Uapoa-8_90UjY5fixIIzoA6rRWwXUudb,VuVGrVujiKb8L8vw0LflSCNNNJ0-_Cxa,2.7239999771118164,True,UfIyvuNln4TxNopIpUbwOTEqa_coOzHp,1.501000165939331,True,True,d7hFIVd8JDS29qjUF0_qDXsQNtwWABG5,1.316999912261963,hungarian
umPo70Y47zRgG6bCWqnbAAmSjDVgIFwy,mtPK3uqdXNiZIxhRsVIp-okDDSHYJM9I,0.5360000133514404,False,7VFdybuLRgpDI_N-J4Ajj3eSTPfCCcwY,4.4730000495910645,False,False,hVHYsFKRXd9iIKgphNdb_MDHXwjCBocx,0.3900001049041748,hungarian
GZNxOgbixD1vZi8axZYvPu6jfz--Po8W,WivqLKVB_muY43sgnBQeYdW2wEYTiAvP,2.4119997024536133,True,5_ego1R1IbSCJFTwVJ8qZXAcHIK-9lqe,1.5170001983642578,True,True,e9Zskt_rUNgmJ3pHpOo3CyUYSXDOoY66,0.3539998531341553,hungarian
-746smn4KcfiOk46g42AzVMT1cn2B0VC,I0r3HUayNjrct4TcH6Y_KNyukegOb2qU,1.1899998188018799,True,gAHB-sPQe2DTHOoVu4Omb3NU_psgirzI,3.8949999809265137,True,True,1A5ZngtRk4w4mYLu-auHFVJnGcZnjZFQ,0.46899986267089844,hungarian
Dv1NLaC-9cxIcAQZ245-0Ak6v_VjJMDn,XAi7Zo29ECK7Y0-q7iO2DRRLHxbCwMdp,2.0859999656677246,True,ZTClb8_iDqBeZUZOyC-IB7mHfno4VS_6,2.4059998989105225,True,True,9zd2hsbDT0-j5dTZ4NyPrTk0IulTCrqb,0.5580000877380371,hungarian
MpErq3gFEJqHYg-qLCLtOhQvJZ10H4Kk,uEDH2SrNaS-oM4YBdvVTDca0wtx-I3RI,1.0750000476837158,True,ybQQvoGTlb1gK6MM8QU-PE7LXCKcUDOf,1.0969998836517334,True,True,61yJtMyDbJZIreoMfe0rEBZo0jaUqgPw,1.187999963760376,hungarian
phETUFe_6urqqa8kKFndl7uTostjGVg7,38mgNj4Qefw0ByfqPB1STwPzm5FdaiEo,0.22099995613098145,True,-eGVgt2iwu7HNnsLag54OtSsCpJEvj7U,0.21399998664855957,True,True,uwNOcmbCEAmjewFb6jw6QzA3nSW_5QQb,3.7079999446868896,hungarian
ttpm71zVUMsVtCauVnUQy6u8qHYfKdaZ,2GZvrEfLHoRCXAV_kuw38QyJDNQ_Cqba,0.08000016212463379,True,LRjF25o6lkp-km4ACB8J8DdqrKQbGYmk,0.04700016975402832,False,False,KzE0_N9lbzeK1U7djQcQjoRmhxwCyLgq,0.26799988746643066,hungarian
H_uCrY6pJqYCAXk0GMddND6whj1lQzfS,iyVlnGngDoIHqBX0UL29l-fW-XjywH7W,0.27899980545043945,True,UswkmSaUUZ93YrolaFZTcZphkbfMb7aE,0.752000093460083,True,True,VBtwZE7RnBTcAlMPTZD_ezteRueP2co8,0.03800010681152344,hungarian
sx1O47kEhbUthQNGdJALXlXExD1bWTbx,_WS2RuUgjB6CrExGxA8_HHWyaMKF4QAL,0.14299964904785156,True,jGoHx9q1OlkI8JHNN_3MTMJxp8ilowFP,0.5380001068115234,True,True,azsV77fNOKlKGsgYOh_SRlcEC6EOcau4,3.494000196456909,hungarian
xv7hnbmSzVsAF2cUGUiNHKplErufbW7u,Yv5Fk13vv5l89KYJ-zVTEx2DO-4glsTb,0.1249997615814209,True,hUUVvQll2mK_FoX4L62-J9RRRT94LCOz,0.6230001449584961,True,True,r0LogFkOyDEuzO2Sanvnhy6XCMimUAL_,0.012000083923339844,hungarian
yHsnyzKi86KRkbkxGsVFJQbpoqInL9rb,VtGTbIRPkGVOxX1nGl2iUibyBirKTL5V,0.34999966621398926,False,M7ZwAp7oQNoAfdZdCCTU0fCi4cUItOjW,0.11700010299682617,False,False,4lkBsEHLptLIqtwj_D8XphkbRXeN9TO_,4.7129998207092285,hungarian
D8RWg70P3hVq4bqFrcx2jhjQGbMjqjPF,kTkT5AJQViTujzSR8Wp1BE9CkG7TEv6U,0.6140000820159912,True,kte64HHijY8j2DW7XR_hd3F2F05e_Qny,0.4029998779296875,False,False,c3QxU1EM0igRHqarcWgiDkQTkVocbR4I,1.440000057220459,hungarian
5wPcGwt_tvqauIiWxJvIJrcS7MxtiOvQ,Ksc3Ty-ANgt8W7zv8TRl-ix1j_7Tkb5E,0.3039999008178711,True,vrsP860sZT91I5W1DTlJh5RFQMR5a_SO,1.3499999046325684,True,True,IGBxy7U_OwG8J7nRUxrAd08X6VRFfYZI,0.8899998664855957,hungarian
fQVaFlC5OYLLeB9WKWW_jRtz0TQsgVlx,piocl7Z3krG6Zfg4mm3lamyTdcNEQixw,0.7649998664855957,True,LtetMUE1xXjuTAnfhVju2L9ZmDYggEYH,3.7300000190734863,False,False,S5GuKhGWJzzM5-tapDGvFVlUl23X_vAy,0.1529998779296875,hungarian
lm6XmzvbeEkJlhXGBywd-bZmUIrlWzMZ,qQwYexyjWpyKt6LS4odvd595rvb6GxVg,0.2779998779296875,True,1seRTgpcid4dTdff-t8oiaF9hwmgBcTt,1.058000087738037,True,True,IYzSuCyggVsHIBEU3hnqw-U_HV-cBd0D,0.003999948501586914,hungarian
E7rsKe9l4_r0dbi50QEgcWKpJ-SA5KyC,jQAqfg1KTV78NufsNEg5-66E1eO2b1gs,0.6809999942779541,False,U8DZSfjxINU5Ofo5_xAV7rppoJbTdL33,0.8199999332427979,True,False,MmCgNiTSS3GZ_tpKZ1ZCRZpVvuzuWFvg,0.2720000743865967,hungarian
ndIf4fM-m-e2qroOgiO4D8rQW3gyoG67,r9QGkp636qdOdHI1DA-znA9F6iObCnsx,3.131999969482422,True,wrQvF8hgFa9OftBsIEpNvRinui1gkFvB,1.1460001468658447,True,True,BgZDiKhNMGjEOz4M4CJvtWNrFgDwyVmm,2.315000057220459,hungarian
NOLW0pSlACjbbsuK7ymP9uSxO4-YwQMm,0tWfcs6y3mWmSsck4RG4zb1ahlSmMlqI,0.9249999523162842,True,1k68kDlrsaNaclZW3tHbg0XsxYhbqIqD,0.5259997844696045,True,True,xN9ZfqaYnk2hjLDmkN93JcgvrkJT7yR4,4.128000020980835,hungarian
aS6YQxvOVtvBacrx1VzgJJtl4uL851e8,plS6cmCZ2mzs_TeDvbvKYVWgX4xb1nUz,0.1380000114440918,True,OJUqbmi23rQ8zU-LUKeJnHU5nxSka_ws,0.4720001220703125,True,True,tuJzgtn-3jRJhBEaophFu_g85fAiNFE_,0.017999887466430664,hungarian
gDKRLnGjFu7z58d9QxAyI0-Oj75zPn78,Z6eJFL4Zc61qPIV6WTLzdEbuRsB4alaP,1.491999864578247,True,LZr2m2lZ11mqhQ9xb0ra33ABmaxOW5Qv,0.45999979972839355,True,True,RUWZLxXDmci1oXKW8lEU6pe-M9ifEGvd,0.4479999542236328,hungarian
mLODLaLF9GaKBlOFI7_u7Z5TotG76f2L,6033XFR88C4qM9ur2nC8yWwld0h3cvV0,1.8999998569488525,True,x7d8r8E98wVngZb-dUE5JBmdZ8_OvJck,2.0829999446868896,True,True,aXfdMGEfS9z_rHGqYa3nj7S_nTqKt3su,0.30700016021728516,hungarian
KRfuW5NvNoRVoxh9M3C7lXp5ExsJnunp,yDxMQqn_XSGMiVxybfQGVP33pggHHWDF,0.07499980926513672,True,Xe270-AmcfFpGor1VF1Gxljx1iaSrVzE,2.8529999256134033,True,True,s-TP1ciD8GUiR1SP3M8Oh7CTYU5C3DLY,0.20099997520446777,hungarian
eCOZnvyLhG_dEKHdP1v24WvIjsmZeugQ,139Qay1XHLl4XIoKIgMTWhfX-HLzBsf2,0.26999974250793457,True,A-D1XhMwdbS_l3CNAUM3ZrWUr4Zf24ln,0.38899993896484375,True,True,wI5TV5NLYfINn6SWWhM_h7DlDLD1TixU,0.6329998970031738,hungarian
Jho35dJr93vBkiFuzNCxS5QPIZsKM22i,JO3NaMVisV2YS4mfkgOdtZg_TQxes9H-,0.7579998970031738,False,kkuxbWwvxJDdLW2U7EDG65QuwM1XX_a5,1.002000093460083,False,False,pBA8eSfLnfSQ0qXVLCtxVc348G6xpYRN,0.9470000267028809,hungarian
6eiSSnKHfa0T22_4UYSR_6JlymTdM2ZJ,n37apDMDUDYi5ZmCTNLbWjobQ7MuefPK,0.13100004196166992,True,VcosU4C9LQ77aFIMuoB-YzJBP4g25of5,0.03800010681152344,True,True,O6LtLYhlI8o4PCjC_7WTUFL27hDXOx9f,0.5789999961853027,hungarian
zoqlz9SNTJXMYQN7Zwa4hJl1cHkwPfbH,Rf8A-mT2IEYN5YO58re-HUqljtW_VGuN,1.7269999980926514,True,7JPnO7LVQXY-GWa6cl8TzCjgAv7JH-aP,4.053999900817871,False,False,oENzs65gq6jftHOH85_dQ2_GpDfWVGIr,2.8940000534057617,hungarian
6VOtel9NeNcsTJrD0g1aai9kP01BlHcc,eVO3pyaNLs6hXYiuh0N9ohcW6cm_AYYS,0.0019998550415039062,False,KbB4Poh8crbGvnw2Z7jQ5hlFoeflYynN,0.3510000705718994,False,False,1CqoShDByZ4iR6Tnfhyb3xTMAR3dPT1G,0.6790001392364502,hungarian
hBwHiIq_uv1HW0sy6hWPzVIMgl90yukb,1xDiCjwNS0lVWR7yMp0h_GIgZ_lBE4vC,0.2740001678466797,True,Ltt6MHy5KdG11_3QDGokcFARkXEqfDDO,0.010999917984008789,True,True,HqKMeDJb0hHRfBgpUaYONuWOAyQm9HfP,1.931999921798706,hungarian
W0G4gMy7QvoCbNBgHf_x-l5UQ_fXbAf_,hV0Nt0yAHWKKlnSjALCusO8_0CslMaS9,0.4049997329711914,True,9mgVYFV5PZEaNb77nVz9JtxekqMZHflm,0.43200016021728516,True,True,K6O02NUV1U2gLLh9MDChkxJvgYV2A4Y7,3.4509999752044678,hungarian
hM4NXsWrmJFTL08Hi6GgdFWuJ7-Hps0S,uOCtJS-XD2-ZjRMSNai1Qj09sUzTrDuZ,1.7260000705718994,False,UEomrBvu3-Gmym2Y0EdQgSWR_At3mbYB,0.6689999103546143,True,False,r7o1mVAsOKSnNIfAJOt90ajcqUp8iaRk,0.24600005149841309,hungarian
dOEKdqJYrryLYfwctD6DZQ9i2wyTbZRo,CQy3vO8UOrihsbU8LLOPjXtCdoauJL40,0.4740002155303955,True,UqymZL2U8h019Zcammg3SXs1z_oTseKh,0.5940001010894775,True,True,2x5Gpx1WQVR392A2cnJIjNldkND30Fbx,0.13199996948242188,hungarian
tfV5IXqeiGOZ_Xlo1yr2T8dnkkGgw3VT,hx43rJ87sLXfBMmivlpt8KOFXT8MsJQ-,0.8549997806549072,True,IQa4unUTEYON0jO6Cihsl0bD6G0hnEAW,0.44099998474121094,True,True,vTrCiHpDr4SI4P-smHSa5wXRgoQzL2mO,0.10099983215332031,hungarian
QVkzUFElVEMdT30XxmLo6RMJXXNT8a3P,OAr40xk1DN4yYqBF7j5B_ha4IGjRVlpM,0.28299999237060547,True,IHdV8Vm3Icw8G-spnGyBCsXWK7ww4aU6,2.8519999980926514,True,True,c8Qm6oFm2pTHmzadwZpg8c464h_ONLKq,0.1809999942779541,hungarian
AXeS5j1hk9ujY7u307t6v5JvRi2we85g,mBtQ-f4Z1kalKf8X7wy1MapZQb_6JKBH,0.38699984550476074,True,WCe6fReWTGYWwZUaehQ5a-5_jVQfdRFJ,0.09200000762939453,True,True,Gn5M-RdvEqTr7sD7Q39v0ZUmYrFk4K1m,1.057999849319458,hungarian
kU_tKcXTwrbHD6gFWgjfQf7b2zUjT1UA,207r3bYkpc3glDXxL0SowIC0ILZB4hWH,0.4089999198913574,True,QsiM9D4mz2hYtGMQ9yKx2NonfNzpJF49,0.7159998416900635,True,True,4i32rRx5CQduaAM2POZqTXQ_V9rslebU,0.20600008964538574,hungarian
2M6ZR8Fc7rAAalhpBLECsOhnNhIwoQ9B,PLa9wWEvY_3Fu6iZFt5LDHqb_1XmyHr5,0.07999992370605469,True,D_dNcDyMtR84R6ZmzMG1NV-25lU5vRsb,1.5199999809265137,True,True,jvrST-GIHs1HUL2m1BnOAbMqtvRr7mmF,4.39900016784668,hungarian
8XPFv7wuXEfU2DXQgIgqBP1k3vspQVR_,v-fs3h7Ofm-VEDu9CckVhc-5rhNebQYz,1.6530003547668457,True,Go2XDE0kdzepQo5A4woHszfeeKcN1CNT,1.442000150680542,True,True,VNSD8zzqFOVPjj2YnmDi05CBn3MIIInr,0.382000207901001,hungarian
oiy4qmktG3OcvgjkxLXWorriOfKTv0lL,lFaCz_bOdi7-NhGpPBmvHgryhbc0z_yk,0.48999977111816406,True,1J6S71YruW54XgMw4OdrtPM6TXAW-xZv,0.19299983978271484,True,True,AjBhDe6zMaU2sU6cRndqtyCzKbbSsJ0c,0.8899998664855957,hungarian
Cuv95zXtKQMFqb4KEgJLa5rlSolLm49e,cHJ7FpsEqoO1nEzBkTK8ISEjJzvifQtC,0.12999987602233887,True,wk083Sp04Swth8MUPWqFg7VOSI-RpC2Q,0.1419999599456787,True,True,QSLqFGdNXQH41T4MkPUh4gZrMreSzjrD,0.9279999732971191,hungarian
Q4lCaX2W_KYn5mgDPIw6h3vJbsQsAwPJ,OxNP7fNtVeMrmHqpQBoKgwJOmGkLrR0T,2.937999963760376,True,6S69ImEfK06EEeV8G_6Vo2B0MPHt63Gc,0.11700010299682617,True,True,HiWvVs6OnH6Kpwj4kwT5XS7kT5DSIyU4,0.46700000762939453,hungarian
M0qUzgVmwOK31u546idvHeoySY77Iarg,am3GVq05ureYopEkQEM34OGNzdEkwmkg,0.3990001678466797,True,wNKUlBmO9axkrQ3rXLRy01rhtcFXolgo,1.1009998321533203,True,True,GQA67PRAwhurBQfVkyA0Ye0-cjn1J-86,0.13900017738342285,hungarian
ctAul9Ncyk_9VPADBz47cu9fmj7xjXiQ,DjtouOe_sUGSCUY0MpirHm_u6QGOHbi6,0.815000057220459,True,dqXqWY3vG1KetvFx4xI4uDBPrsxC5Aw_,0.5830001831054688,True,True,D-oA8RTXlr4tga14acxeG7a0ek62A3rv,2.4000000953674316,hungarian
qBc7pk2Yv51eScZq7w94_RkByYus-AN8,bepU2Q5v6TWm9EojbnrmUDHuCQwYTtPS,4.824999809265137,True,Evjb-GYzbY3yFt9ySKsydB9H-bcRnWkY,1.2339997291564941,False,False,sgZytp5Tza8V0RMzYfYZr98ZiPJlxcoy,0.6800000667572021,hungarian
VfwXlRzIfOsq1HQ5WF0wzLn9zPbkhZJP,ds0_KHynWWEBxtmeyfPW717iXuNOTmg-,1.1029999256134033,False,YdFs3_z-FsasBDC8q19Skc0hQ2grdJ3K,2.128999948501587,True,False,odAiofzuWn26upZBDwCb0S1ToX3OruDm,1.071000099182129,hungarian
AZHnOmK2VquHznZv0IXq8wHL63NhwTPN,HoPYAN7eXx-Y9gA-ldPYupb1suIgUkGr,1.8559999465942383,False,nGD88xRoDfPhhLgXi-4UX1jvRnfOpFdE,2.809000015258789,True,False,voLzG4581FWJvpIDP-zaiYUoa00bfyjA,0.7219998836517334,hungarian
sGMgqUdxl0iL2TF0E_oeDWupDhLaSc5r,rVVyZEtuzVvb1WXTPKgRMdaKeKKHByXc,4.760999917984009,True,KJOJ_punq7cHeDhh3quZaeFRBUv-3Smp,0.8040001392364502,True,True,sf0FMN9ZI6e96GRBcZWIjtNHl8l3nFNJ,0.4529998302459717,hungarian
DWcq0gguz3cs6pNzn5D5eatBhk5C4mPk,GLQoiZRIZm1DOIJgJVvrhvifChkMTWqv,2.0880000591278076,True,ViITYq9xj-OUOswmpe0dPs3U9oprMWR_,2.172999858856201,True,True,Hq_bLHgOyduCqmf3EF5j5lQEIcBTKYmy,0.4479999542236328,hungarian
eBDno-athzcpEqAD-RmKY5OsF8_V9XJX,znXARfnL91ARdIT4VParqv7RUFeAqmOn,0.9510002136230469,True,_hyl0qCcx9n0SsS8jvasfHcZuFKfSlRm,1.5390000343322754,True,True,fyUnUTlLIV7eTQ8v196SW6jZm8GzTn6t,0.9190001487731934,hungarian
6DfH5FMFqt14xQtGcY5c4KGltS9ENZ6U,d0jtjNYruW4Kn5NGD2sv-RO_43panA6w,0.7199997901916504,True,B8a1u22QD_Hb7t2NeF-y92sd-6ftQntX,2.5340001583099365,True,True,yUjR4z2N4PILd4ADcrcNqlHXnjj3Oj6U,0.3250000476837158,hungarian
cjRL00PughsA_rqNXgevSeat0EVFFyUM,-yiFp8lTcblTLNLkvjqk8MBgcEeEaJTy,0.20199990272521973,False,moKuGMoDMNoe3znXW8N3MmL5muUN3nl3,2.7710001468658447,False,False,6WbiLjsHKagnxLuaCi2tlIkDh85j0dyU,0.7730000019073486,hungarian
Swm_sow5AzEDEE5ebu_L7m0qpQgjJA0F,A45xkJkoKo-db225X5J36PMYauQ9IwTc,2.009999990463257,True,9lpYIsXiXuuKVB7LHGnlAbkSxIi0VVAy,1.068000316619873,True,True,bqjndgPn3_EFBmovyRkaQO3DrQRgWmx7,0.6760001182556152,hungarian
bakUe0eMkRY6NCX5vbwrO6OpQNbwa-Kz,-a0r_6Jqxk0EW4UelY352HXfd4tXm-T2,4.83299994468689,False,hMN4rCPpYMnxkivpAuTd_PFM-sFgNI4P,3.9169998168945312,True,False,M1yONEA1n5Zcc2dkUJaRslFfOwVSIiGN,0.042999982833862305,hungarian
O2xYqyGOxlV8eLYyQyRSjfrSV6G6y38E,9UDS-CriIIuQE4ktR3WlvQEzwitGzmDj,0.8659999370574951,True,bRr9ZblQ-WpLC60jgc0aAeWDiiqfY6An,0.7739999294281006,True,True,JAX15smK0qfdEuV57sP6iau1TVpXK31B,2.1040000915527344,hungarian
YCn57VWlo4jRBbtQqbHQarjpiK37L6pm,-Vy1RslbcS2xU0brjL002YTPvL2wbOcI,2.9149997234344482,True,4rdZTuYUpPu-VFG-6R-kKZbpq2xFCm4R,4.111999988555908,True,True,U65J3c2H5H0kesKbwe2km31Ok6n8_ONi,0.6390001773834229,hungarian
5XXaHuKaiLgsUT521E17_-fihLagETPW,WGo7uEdT-fGmzXWQwb4uk4425j3oa-tW,0.315000057220459,True,nqK2d2yh_nRhSmf2i3lsfRxqpfUUKeSW,0.03699994087219238,True,True,oNeBdH6Xl6EEgavtWu93t-psUC-WZKR_,0.8589999675750732,hungarian
fhV5njlIMyYwDet2vV4hN7pyVI2bu2vQ,gEFP6WXq-arDVwh3XuAEbu890YqRaJHS,0.5729999542236328,True,GMgkg6wcOMM8ZJ3ga0yPtr2A4aSHbU6S,1.2369999885559082,True,True,qbS0eSO3YoNgEkSedK91lrykRvdrzFk6,0.8039999008178711,hungarian
